1520364042062285473,0.0,0.0,0.0,0.0,0.0,0.0
1520364042347967512,0.0,0.0,0.0,0.0,0.0,0.0
1520364042633686401,0.0,0.0,0.0,0.0,0.0,0.0
1520364042919367224,0.0,0.0,0.0,0.0,0.0,0.0
1520364043205107509,0.0,0.0,0.0,0.0,0.0,0.0
1520364043490833648,0.0,0.0,0.0,0.0,0.0,0.0
1520364043776545796,0.0,0.0,0.0,0.0,0.0,0.0
1520364044062245975,0.0,0.0,0.0,0.0,0.0,0.0
1520364044347969455,0.0,0.0,0.0,0.0,0.0,0.0
1520364044633694670,0.0,0.0,0.0,0.0,0.0,0.0
1520364044919388577,0.0,0.0,0.0,0.0,0.0,0.0
1520364045205148530,0.0,0.0,0.0,0.0,0.0,0.0
1520364045490905480,0.0,0.0,0.0,0.0,0.0,0.0
1520364045776576378,0.0,0.0,0.0,0.0,0.0,0.0
1520364046062308653,0.0,0.0,0.0,0.0,0.0,0.0
1520364046347970538,0.0,0.0,0.0,0.0,0.0,0.0
1520364046633451583,0.0,0.0,0.0,0.0,0.0,0.0
1520364046919401543,0.0,0.0,0.0,0.0,0.0,0.0
1520364047205107583,0.0,0.0,0.0,0.0,0.0,0.0
1520364047490803571,0.0,0.0,0.0,0.0,0.0,0.0
1520364047776551429,0.0,0.0,0.0,0.0,0.0,0.0
1520364048062299750,0.0,0.0,0.0,0.0,0.0,0.0
1520364048347985482,0.0,0.0,0.0,0.0,0.0,0.0
1520364048633710936,0.0,0.0,0.0,0.0,0.0,0.0
1520364048919458833,0.05,0.0,0.0,0.0,0.0,0.0
1520364049205122974,0.05,0.0,0.0,0.0,0.0,0.0
1520364049490873800,0.05,0.0,0.0,0.0,0.0,0.0
1520364049776543293,0.05,0.0,0.0,0.0,0.0,0.0
1520364050062282090,0.05,0.0,0.0,0.0,0.0,0.0
1520364050347941637,0.05,0.0,0.0,0.0,0.0,0.0
1520364050633680657,0.05,0.0,0.0,0.0,0.0,0.0
1520364050919319924,0.05,0.0,0.0,0.0,0.0,0.0
1520364051205112835,0.05,0.0,0.0,0.0,0.0,0.0
1520364051490844255,0.05,0.0,0.0,0.0,0.0,0.0
1520364051776571291,0.05,0.0,0.0,0.0,0.0,0.0
1520364052062233606,0.05,0.0,0.0,0.0,0.0,0.0
1520364052347883225,0.05,0.0,0.0,0.0,0.0,0.0
1520364052633694989,0.05,0.0,0.0,0.0,0.0,0.0
1520364052919438552,0.05,0.0,0.0,0.0,0.0,0.0
1520364053205156557,0.05,0.0,0.0,0.0,0.0,0.0
1520364053490859003,0.05,0.0,0.0,0.0,0.0,0.0
1520364053776539644,0.05,0.0,0.0,0.0,0.0,0.0
1520364054062031456,0.05,0.0,0.0,0.0,0.0,0.0
1520364054347938143,0.05,0.0,0.0,0.0,0.0,0.0
1520364054633397379,0.05,0.0,0.0,0.0,0.0,0.0
1520364054919497984,0.05,0.0,0.0,0.0,0.0,0.0
1520364055205143337,0.05,0.0,0.0,0.0,0.0,0.0
1520364055490848685,0.05,0.0,0.0,0.0,0.0,0.0
1520364055776544392,0.05,0.0,0.0,0.0,0.0,0.0
1520364056062249681,0.05,0.0,0.0,0.0,0.0,0.0
1520364056347966059,0.05,0.0,0.0,0.0,0.0,0.0
1520364056633689461,0.05,0.0,0.0,0.0,0.0,0.0
1520364056919373556,0.05,0.0,0.0,0.0,0.0,0.0
1520364057205111978,0.05,0.0,0.0,0.0,0.0,0.0
1520364057490838116,0.05,0.0,0.0,0.0,0.0,0.0
1520364057776555449,0.05,0.0,0.0,0.0,0.0,0.0
1520364058062285317,0.05,0.0,0.0,0.0,0.0,0.0
1520364058347911187,0.05,0.0,0.0,0.0,0.0,0.0
1520364058633467645,0.05,0.0,0.0,0.0,0.0,0.0
1520364058919604911,0.05,0.0,0.0,0.0,0.0,0.0
1520364059205153038,0.05,0.0,0.0,0.0,0.0,0.0
1520364059490801386,0.05,0.0,0.0,0.0,0.0,0.0
1520364059776508768,0.05,0.0,0.0,0.0,0.0,0.0
1520364060062284779,0.05,0.0,0.0,0.0,0.0,0.0
1520364060347815632,0.05,0.0,0.0,0.0,0.0,0.0
1520364060633703462,0.05,0.0,0.0,0.0,0.0,0.0
1520364060919403737,0.05,0.0,0.0,0.0,0.0,0.0
1520364061205164113,0.05,0.0,0.0,0.0,0.0,0.0
1520364061490857046,0.05,0.0,0.0,0.0,0.0,0.0
1520364061776546095,0.05,0.0,0.0,0.0,0.0,0.0
1520364062062262536,0.05,0.0,0.0,0.0,0.0,0.0
1520364062347967852,0.0,0.0,0.0,0.0,0.0,0.3
1520364062633439601,0.0,0.0,0.0,0.0,0.0,0.3
1520364062919404594,0.0,0.0,0.0,0.0,0.0,0.3
1520364063205095209,0.0,0.0,0.0,0.0,0.0,0.3
1520364063490842655,0.0,0.0,0.0,0.0,0.0,0.3
1520364063776506903,0.0,0.0,0.0,0.0,0.0,0.3
1520364064062251541,0.0,0.0,0.0,0.0,0.0,0.3
1520364064347985424,0.0,0.0,0.0,0.0,0.0,0.3
1520364064633491799,0.05,0.0,0.0,0.0,0.0,0.0
1520364064919374941,0.05,0.0,0.0,0.0,0.0,0.0
1520364065205106872,0.05,0.0,0.0,0.0,0.0,0.0
1520364065490822965,0.05,0.0,0.0,0.0,0.0,0.0
1520364065776539903,0.05,0.0,0.0,0.0,0.0,0.0
1520364066062275858,0.05,0.0,0.0,0.0,0.0,0.0
1520364066347983387,0.05,0.0,0.0,0.0,0.0,0.0
1520364066633436927,0.05,0.0,0.0,0.0,0.0,0.0
1520364066919401842,0.05,0.0,0.0,0.0,0.0,0.0
1520364067205141609,0.05,0.0,0.0,0.0,0.0,0.0
1520364067490769669,0.05,0.0,0.0,0.0,0.0,0.0
1520364067776449970,0.05,0.0,0.0,0.0,0.0,0.0
1520364068062240107,0.05,0.0,0.0,0.0,0.0,0.0
1520364068347983299,0.05,0.0,0.0,0.0,0.0,0.0
1520364068633464016,0.05,0.0,0.0,0.0,0.0,0.0
1520364068919402027,0.05,0.0,0.0,0.0,0.0,0.0
1520364069205120884,0.05,0.0,0.0,0.0,0.0,0.0
1520364069490867045,0.05,0.0,0.0,0.0,0.0,0.0
1520364069776465864,0.05,0.0,0.0,0.0,0.0,0.0
1520364070062258479,0.05,0.0,0.0,0.0,0.0,0.0
1520364070348493480,0.05,0.0,0.0,0.0,0.0,0.0
1520364070633697442,0.05,0.0,0.0,0.0,0.0,0.0
1520364070919399391,0.05,0.0,0.0,0.0,0.0,0.0
1520364071205118864,0.05,0.0,0.0,0.0,0.0,0.0
1520364071490826299,0.05,0.0,0.0,0.0,0.0,0.0
1520364071776528213,0.05,0.0,0.0,0.0,0.0,0.0
1520364072062256627,0.05,0.0,0.0,0.0,0.0,0.0
1520364072347987676,0.0,0.0,0.0,0.0,0.0,0.0
1520364072633693838,0.0,0.0,0.0,0.0,0.0,0.0
1520364072919393151,0.0,0.0,0.0,0.0,0.0,0.0
1520364073205116430,0.0,0.0,0.0,0.0,0.0,0.0
1520364073490694160,0.0,0.0,0.0,0.0,0.0,0.0
1520364073776535479,0.0,0.0,0.0,0.0,0.0,-0.3
1520364074062274687,0.0,0.0,0.0,0.0,0.0,-0.3
1520364074347949537,0.0,0.0,0.0,0.0,0.0,-0.3
